t S Vs As
1.4347666666666665 0.9748348781910685 0.9378702455950098 1.1070999785178437
1.4681333333333333 0.9455521981292944 0.944119902742874 0.7391095617990687
1.5015 0.9157694603557108 0.972242177381825 1.4688096128069625
1.5348666666666668 0.8847396553625816 1.028937638310826 2.118190258044278
1.5682333333333336 0.8511118531716236 1.0188724949716739 3.06376213325075
1.6016 0.8185403251485146 1.0505976465410172 2.2496095244095335
1.6349666666666667 0.78189460969744 0.9879855142452418 1.9491083914376361
1.6683333333333334 0.7531293514100438 0.8903537121902132 2.1227673066923156
1.7017000000000002 0.7227273727197301 0.9057041355429841 1.1656649759613342
1.7350666666666665 0.6927663303406344 0.8609852058429526 2.718468558382314
1.7684333333333333 0.665271018983629 0.737994117268378 2.7489001246132707
1.8018000000000003 0.6435248510998118 0.6655652616563483 2.2372489389691492
1.835166666666667 0.6209836272784093 0.6323473325188715 1.9023085659372274
1.8685333333333338 0.601745100887661 0.5803280153865922 1.53074927403156
1.9019000000000001 0.5834223834973739 0.5761092947733814 0.9991414079669023
1.935266666666667 0.5651347328892109 0.5296634308078847 1.4912926994887663
1.9686333333333332 0.5497527029029701 0.47762520951779724 1.6484992181878322
2.002 0.5342830949401998 0.4317974113782535 1.4688096128068964
2.0353666666666665 0.5217709062024449 0.3729094505448931 1.645974071107059
2.0687333333333333 0.510462425153531 0.3311734968020445 1.2682057106248696
2.1021 0.5008727141719171 0.28982166963417727 1.559464541366736
2.135466666666667 0.4924743947927834 0.24227155859042196 1.579781276881364
2.1688333333333336 0.4866958936314965 0.19300772425969956 1.7152735851218148
2.2022 0.48202461652352374 0.1292908258245862 2.0326791940550124
2.2355666666666667 0.4792872894328188 0.05834153204686456 2.059782779987871
2.2689333333333335 0.4784706407971693 0.018449212345179735 2.051013401328065
2.3023000000000002 0.47916551354929604 0.07875506581931047 1.790418780465528
2.335666666666667 0.4822384051966143 0.13303916220493756 1.7144650658285951
2.3690333333333338 0.4860689630734716 0.1817036689428189 1.6627359502194123
2.4023999999999996 0.4928500999834019 0.23279822785068166 1.4178970892052687
2.435766666666666 0.5009352540808613 0.25482481779591487 1.1108507514710138
2.4691333333333327 0.5094366006788419 0.30033141790652884 2.3952781509744914
2.5024999999999995 0.5203171367420667 0.40648787634951666 1.7693863746960576
2.5358666666666663 0.5347151004290646 0.42982221591277925 0.9837583262908284
2.569233333333333 0.5468246863406143 0.4417977546355377 0.7315674301552215
2.6026 0.5626271347316051 0.4683500506759735 0.9935751172583518
2.6359666666666666 0.5768841110564346 0.46810773796646704 0.7484303532672684
2.6693333333333333 0.5932221510315829 0.5035654971673184 1.5307492740315498
2.702699999999999 0.6099846078580238 0.5583744868099796 1.1632836354231932
2.736066666666666 0.630042815422919 0.594237772594521 0.3203144785693714
2.7694333333333327 0.6492981000688209 0.56980561494566 0.8572325329142881
2.8027999999999995 0.6677369396829684 0.5385498926533159 0.7084594458589518
2.8361666666666667 0.6849599238031021 0.5297705236677706 0.8507382535231478
2.8695333333333335 0.703014295285776 0.522763856787952 0.9090417708712486
2.9029000000000003 0.7198401069287346 0.5110206102244759 1.1158321699622058
2.936266666666667 0.7370872853981439 0.5087955462001859 1.224825840493552
2.969633333333334 0.7535298772671547 0.4836446931184083 1.0060559638821578
3.0029999999999997 0.7687637063166951 0.44389007678087644 1.0129233198083103
3.0363666666666664 0.7827428351191817 0.4125369293515021 0.4212750071683609
3.069733333333333 0.7959376717218374 0.4357643378079704 0.9893798482006695
3.1031 0.8115560821200715 0.3997802370194199 1.7764248455220868
3.1364666666666667 0.8226158315147104 0.29678457073007103 2.593173525657447
3.1698333333333335 0.831298060179872 0.24328411090888463 0.937573532430549
3.2032000000000003 0.838314413663078 0.24614319335712045 0.4995707039833915
3.236566666666667 0.8473960759263715 0.25923897084692066 1.4564863715006924
3.269933333333334 0.8545097750168077 0.16886601225783826 1.9717403067861126
3.3033000000000006 0.8570273412857087 0.11137648218725611 1.7996876195275875
3.3366666666666664 0.8619204474516947 0.12543052501131952 0.6743690522561563
3.370033333333333 0.8651740223244805 0.06875615489191703 2.0564143676276747
3.4034 0.8664045218377846 0.017394084209102878 1.7935137158446457
3.4367666666666667 0.8643268002436278 0.0662346993604089 1.158506269712998
3.4701333333333335 0.8622497365920468 0.08088716726626947 0.9893798482006695
3.5035000000000003 0.8589682232198825 0.12314839643435184 0.9493303996355813
3.536866666666667 0.8540590906227301 0.14810529023913613 0.7667320864482926
3.570233333333334 0.849097972919647 0.16706472328088084 1.4149604679875722
3.603600000000001 0.8429450530717543 0.22385382207263355 1.8993909130453182
3.636966666666667 0.8346221778667077 0.2887758505460553 0.8827319940972123
3.6703333333333337 0.8254879200809072 0.2821516698341132 1.7087947193441866
3.7037000000000004 0.8164440436805921 0.31417876517308485 1.3589792394517464
3.737066666666667 0.8045367486465238 0.358007693141716 1.390247416549882
3.770433333333334 0.7926055835425084 0.39228384164261576 1.3822459261163456
3.8038000000000007 0.7786118786156561 0.45312340542545404 0.9013833212567898
3.8371666666666675 0.7625838794059172 0.45921700026777473 0.6660942719779083
3.8705333333333343 0.7481905118240577 0.46094323154122635 0.45299307981727116
3.903900000000001 0.7325598864819748 0.4896674138000669 1.200818525954649
3.937266666666667 0.7161367574059326 0.4990768645468967 1.6400669418253235
3.970633333333333 0.6993107110342118 0.4736894900345459 1.5307492740315904
4.004 0.6845390837470835 0.4265098967091608 1.0662710943292248
4.037366666666666 0.6710068888616514 0.43676126354217226 0.953701859745312
4.070733333333333 0.6558487844558761 0.3852799468378343 1.44885074159111
4.104100000000001 0.6455995470370655 0.31514029386390513 0.7775063675674376
4.1374666666666675 0.6349473285212046 0.34635635783133545 0.4342403379969806
4.170833333333334 0.6226568228129983 0.351397095582499 0.588749720781327
4.204200000000001 0.611585180223681 0.302339506587618 1.8550755371072292
4.237566666666666 0.6025819476317776 0.23157660898751478 1.0452587663760173
4.270933333333333 0.5964635028950371 0.24328411090888466 0.4854954571668771
4.3043 0.5871024087004217 0.2586547696067042 0.6341028553124348
4.337666666666666 0.5802052757978766 0.1886476443367482 1.6015723928467969
4.371033333333333 0.5753406902262838 0.15076266673545652 1.1306447496715966
4.4044 0.5704344740410033 0.1477217627323958 1.2019726045736565
4.437766666666667 0.5654828631365102 0.08697042104551439 1.685100028673421
4.471133333333333 0.5646626195219192 0.018449212345179735 1.3332289100213541
4.5045 0.5642524983050243 0.006149737448393246 0.26329687948025343
4.537866666666667 0.5642524983050243 0.0 1.579781276881353
4.571233333333334 0.5642524983050243 0.08609632427750544 1.907403719490575
4.6046000000000005 0.5699942308757072 0.15423463054821088 0.8174933508062385
4.637966666666667 0.574535546479289 0.12314839643435184 0.7828379022614459
4.671333333333334 0.5781824166821626 0.12253265059409921 0.7315674301552215
4.704700000000001 0.5822426573543006 0.15374343620983114 0.8441940159279446
4.7380666666666675 0.5879347453413234 0.1821194673559566 1.0224601316920772
4.771433333333334 0.5940647667355144 0.2105330977348872 1.37318851999195
4.804800000000001 0.6018374572537278 0.27232992823349744 1.169227893009843
4.838166666666666 0.6120637515141416 0.2974846103598691 0.3159562553762958
4.871533333333333 0.6214729830977658 0.28455413990101874 0.4245534613384599
4.9049 0.6308933828139267 0.3219080640099383 1.1343176713642202
4.938266666666666 0.642763193785578 0.36800925031853937 0.5887497207813038
4.971633333333333 0.6550378221836913 0.3461925314014352 0.8507382535231535
5.005 0.665271018983629 0.30439647365930084 1.0662710943292437
5.038366666666667 0.6751167086692206 0.3136366098680555 0.7539675213833856
5.071733333333333 0.6862002786648533 0.301399880861584 0.4768509298726207
5.1051 0.6952286008293316 0.30233950658761016 0.48549545716686415
5.138466666666667 0.7063240861845163 0.290082535276219 0.18986607992715251
5.171833333333334 0.7145314920246563 0.27065832208753127 0.48549545716690046
5.2052000000000005 0.7243846936340751 0.28295475970265715 0.11774994415624578
5.238566666666667 0.7334128115277069 0.27058844772930285 0.6406289571387341
5.271933333333334 0.7424409419865693 0.24629679286870368 0.5671588356821645
5.305300000000001 0.7498365877264511 0.2282870013881356 0.9681308465177494
5.338666666666668 0.7576383145248715 0.19917935371843792 0.8441940159279446
5.372033333333334 0.7629942317311177 0.16282293680438073 0.9493303996356066
5.405400000000001 0.768334624788715 0.14356706628915197 0.7968809573427044
5.438766666666666 0.7724567672018365 0.11306154735917173 0.6362856598927801
5.472133333333333 0.7753569554804077 0.10740054729223651 0.6427896005648989
5.5055 0.7790729162751052 0.08204773111904014 1.156110183860009
5.538866666666666 0.7807141750178215 0.024598949793572984 1.8839991065003572
5.572233333333333 0.7807141750178215 0.043485210522756626 1.300590642959621
5.605600000000001 0.7786252897561012 0.07506711218597142 0.8441940159279334
5.638966666666668 0.7765601734445492 0.08364547254078669 0.9493303996355873
5.672333333333334 0.7732648153449821 0.11749056898203426 0.33718452612805644
5.705700000000001 0.7687509994785733 0.10472625505769775 0.49957070398340486
5.739066666666666 0.766282876361438 0.12929082582458876 0.686594259995975
5.772433333333333 0.760127638010518 0.17230243029938277 1.3164843974011482
5.8058 0.7547871935230237 0.19917935371843792 0.7315674301552215
5.839166666666666 0.7469688785591978 0.2305126359036728 0.8952093902327641
5.872533333333333 0.739572794411331 0.2448337069000302 0.2835794178410667
5.9059 0.7309315868057141 0.25578768204042696 0.6362856598926868
5.939266666666667 0.7227208476632587 0.27121666888432794 0.7084594458589502
5.9726333333333335 0.7128660300157178 0.2957633734803649 0.4854954571669005
6.006 0.703014295285776 0.28910307541085806 0.6865942599959053
6.039366666666667 0.6935807735610737 0.27170428111367767 0.7447160357829181
6.072733333333334 0.6849691444622644 0.25482481779591315 0.32031447856936707
6.1061000000000005 0.6767775142772324 0.27086783701150335 0.5671588356820557
6.139466666666667 0.6669201039826238 0.2524390443311551 0.9013833212567899
6.172833333333334 0.6599437735717048 0.1971755823202433 1.4051274060632182
6.206200000000001 0.6537969526327008 0.16649782404433042 0.36861563127232133
6.239566666666668 0.6488725596263574 0.16615675610532452 0.307054287662465
6.272933333333334 0.6427219230425968 0.16001139413549048 0.5887497207813412
6.306300000000001 0.6382079403521107 0.12437074298172238 1.1108507514710728
6.339666666666668 0.6345310093300638 0.11000984782707016 0.8225657470510738
6.373033333333333 0.6316912160081414 0.09723588674477426 1.1070999785179654
6.406400000000001 0.6292602897218975 0.0412536929351502 1.0957706300164138
6.439766666666666 0.6292521263211492 0.02750246195676754 0.5957728286263109
6.473133333333333 0.6276029549702024 0.02535601706954179 0.6513605069955549
6.5065 0.6276029549702024 0.030748687241967047 1.1692278930098117
6.539866666666665 0.6292221483344572 0.06056788964760549 0.684571886648627
6.5732333333333335 0.6312670132690478 0.06875615489191703 0.518634705131444
6.6065999999999985 0.6337225329317164 0.0869704210455144 0.8491069226769802
6.639966666666667 0.6369990648993924 0.12314839643435184 0.18986607992708276
6.673333333333332 0.6419232381021793 0.10454553662268519 0.11774994415624578
6.7067000000000005 0.6439749793585463 0.10454553662268519 0.8038104874000884
6.7400666666666655 0.6488991640797267 0.16785516572244166 1.251699075822519
6.773433333333332 0.6550328083643333 0.1870369626112911 0.3203144785693756
6.806799999999999 0.6611835509889304 0.18541228937670443 0.26329687948016967
6.840166666666666 0.6673304765822513 0.18541228937670443 0.7391095617991474
6.873533333333333 0.6734821923111711 0.1419777140070324 0.3833660432241374
6.906899999999999 0.6767615871316506 0.14197771400703263 0.11774994415624578
6.940266666666666 0.6829139250744577 0.16095403200496916 0.9196564631845324
6.973633333333333 0.6874222253904999 0.17844838445912423 0.4768509298726207
7.007 0.6948182223730144 0.18612482893665735 0.3159562553762958
7.040366666666666 0.6997462549493606 0.14144396131304843 0.7828379022615641
7.073733333333331 0.7042569310030141 0.14810529023913613 0.7667320864482953
7.1071 0.7095886527798513 0.19103820615317849 0.9493303996355998
7.140466666666665 0.7169725744256006 0.21532864616393416 0.5421614576808852
7.1738333333333335 0.7239551322781341 0.1603655326597202 1.6851000286734825
7.2071999999999985 0.7276485488611588 0.09224606172589746 0.8952093902327325
7.240566666666668 0.7301108272336705 0.09916153678662185 0.6141085753248785
7.273933333333333 0.734221507349396 0.13751230978383353 0.5671588356820793
7.3073000000000015 0.7391537686731399 0.10179626794466806 0.909041770871347
7.3406666666666665 0.7404082009533436 0.06056788964760711 0.9493303996355813
7.374033333333333 0.742865255219785 0.10308838471065422 0.8038104874000884
7.4074 0.7469508404293331 0.049580768393310194 1.8699640225867196
7.440766666666667 0.7457197233005133 0.04919789958714597 1.3321885439557637
7.4741333333333335 0.7436678618628841 0.03689842469035947 0.10531875179206786
7.5075 0.7432574896422497 0.030748687241966232 1.0856008449925272
7.540866666666667 0.7416160009839168 0.10740054729223653 2.169285077850439
7.574233333333334 0.7362994648661139 0.18612482893665738 0.5265937589604567
7.607600000000001 0.7293233222689799 0.13585214055683884 1.2682057106248688
7.640966666666667 0.7272617911052605 0.09723588674477686 0.3723580178914532
7.674333333333332 0.7231452032235652 0.15810925944496912 0.7898906384406976
7.707700000000001 0.7169786819855877 0.15678815626414733 0.22341481073488137
7.741066666666666 0.712868747004712 0.14962957008903285 0.6141085753248867
7.774433333333334 0.7071181505553833 0.13585214055683884 0.7064996649376619
7.807799999999999 0.7038350662748399 0.16604291110661765 0.5597768441825632
7.841166666666668 0.6960377432088876 0.19103820615317849 0.7828379022615287
7.874533333333333 0.6911184809795393 0.11668306409373223 0.47099977662505804
7.9079 0.6886698844112014 0.15076266673545652 0.8827319940972297
7.9412666666666665 0.6812872382201637 0.1971755823202433 0.4342403379969922
7.974633333333333 0.6755464103161979 0.1415775881367202 1.549653686219338
8.008 0.6718531000487953 0.0924508257108769 0.7334602339143277
8.041366666666665 0.6693864914660073 0.15213610241724668 0.5265937589604371
8.074733333333334 0.6619813872851763 0.16095403200496916 0.9666976394455021
8.108099999999999 0.6587049866407949 0.06875615489191703 1.8876752058135016
8.141466666666668 0.6574738561264728 0.04683500506759742 0.5816418177115471
8.174833333333332 0.6558442904399717 0.044346387401645856 0.4342403379969864
8.208200000000001 0.6550280516284409 0.013751230978383402 1.3497657146456579
8.241566666666666 0.6550280516284409 0.0434852105227572 1.1170740536743713
8.274933333333335 0.6578961370934604 0.07405264511956806 0.4245534613384599
8.3083 0.659947984466676 0.01375123097838377 NaN
8.341666666666667 0.6587126571917848 NaN NaN
